Temperature,Humidity,Heart_rate,Swim_angle,Label
29,406,68,252,Abnormal Humidity
32,475,66,206,Abnormal Humidity
32,342,65,277,Normal
29,366,70,291,Normal
31,321,65,271,Normal
33,348,73,255,Abnormal Heart-Rate
38,385,72,255,Abnormal Temperature
37,395,69,297,Abnormal Temperature
33,344,71,386,Abnormal Swim-Angle
31,316,67,273,Normal
35,392,79,240,Abnormal Heart-Rate
33,361,73,255,Abnormal Heart-Rate
34,444,65,240,Abnormal Humidity
34,473,69,238,Abnormal Humidity
35,476,66,299,Abnormal Humidity
28,353,68,242,Normal
41,340,70,223,Abnormal Temperature
31,362,72,375,Abnormal Swim-Angle
29,460,68,210,Abnormal Humidity
31,318,69,367,Abnormal Swim-Angle
28,321,84,265,Abnormal Heart-Rate
28,311,69,215,Normal
38,344,67,206,Abnormal Temperature
31,488,66,285,Abnormal Humidity
35,342,69,299,Abnormal Temperature
31,371,71,315,Abnormal Swim-Angle
33,370,69,340,Abnormal Swim-Angle
30,350,68,210,Normal
33,356,69,368,Abnormal Swim-Angle
29,380,81,201,Abnormal Heart-Rate
42,355,68,297,Abnormal Temperature
30,442,71,247,Abnormal Humidity
34,400,69,253,Normal
32,303,71,282,Normal
34,300,68,379,Abnormal Swim-Angle
30,308,69,260,Normal
29,381,71,354,Abnormal Swim-Angle
34,316,73,205,Abnormal Heart-Rate
37,312,71,296,Abnormal Temperature
28,473,70,226,Abnormal Humidity
33,359,68,213,Normal
36,343,72,269,Abnormal Temperature
32,382,70,296,Normal
30,354,71,341,Abnormal Swim-Angle
31,351,66,203,Normal
41,331,66,295,Abnormal Temperature
33,316,71,321,Abnormal Swim-Angle
40,360,72,270,Abnormal Temperature
37,301,72,220,Abnormal Temperature
33,335,73,261,Abnormal Heart-Rate
31,415,70,264,Abnormal Humidity
28,353,75,244,Abnormal Heart-Rate
39,344,65,266,Abnormal Temperature
38,363,66,298,Abnormal Temperature
35,491,70,211,Abnormal Humidity
29,442,65,240,Abnormal Humidity
38,321,70,232,Abnormal Temperature
35,349,68,205,Abnormal Temperature
36,396,72,224,Abnormal Temperature
31,309,73,245,Abnormal Heart-Rate
29,363,72,337,Abnormal Swim-Angle
30,305,71,356,Abnormal Swim-Angle
28,352,72,374,Abnormal Swim-Angle
32,417,70,285,Abnormal Humidity
32,313,75,261,Abnormal Heart-Rate
35,325,69,236,Normal
31,309,69,309,Abnormal Swim-Angle
36,357,72,263,Abnormal Temperature
29,377,71,340,Abnormal Swim-Angle
34,355,70,264,Normal
29,328,70,286,Normal
40,393,66,275,Abnormal Temperature
30,347,68,223,Normal
33,309,65,209,Normal
35,324,79,288,Abnormal Heart-Rate
35,379,69,203,Abnormal Temperature
28,485,67,286,Abnormal Humidity
32,436,68,241,Abnormal Humidity
30,454,65,271,Abnormal Humidity
29,369,71,330,Abnormal Swim-Angle
33,339,72,238,Normal
32,350,70,326,Abnormal Swim-Angle
28,381,70,218,Normal
29,474,70,300,Abnormal Humidity
28,339,84,291,Abnormal Heart-Rate
28,310,76,289,Abnormal Heart-Rate
31,321,77,257,Abnormal Heart-Rate
33,388,69,380,Abnormal Swim-Angle
29,356,68,364,Abnormal Swim-Angle
34,330,77,269,Abnormal Heart-Rate
29,353,77,299,Abnormal Heart-Rate
35,323,65,294,Abnormal Temperature
33,479,65,262,Abnormal Humidity
35,314,68,362,Abnormal Swim-Angle
35,337,82,208,Abnormal Heart-Rate
35,348,71,373,Abnormal Swim-Angle
32,315,76,265,Abnormal Heart-Rate
28,474,70,283,Abnormal Humidity
30,310,76,265,Abnormal Heart-Rate
28,468,65,288,Abnormal Humidity
34,385,72,241,Normal
28,354,77,282,Abnormal Heart-Rate
41,391,69,209,Abnormal Temperature
35,328,71,225,Abnormal Temperature
31,391,72,320,Abnormal Swim-Angle
29,382,70,253,Normal
34,498,71,282,Abnormal Humidity
38,369,71,212,Abnormal Temperature
38,374,69,295,Abnormal Temperature
29,392,70,244,Normal
29,448,67,245,Abnormal Humidity
36,301,68,224,Abnormal Temperature
30,459,66,217,Abnormal Humidity
35,401,66,239,Abnormal Humidity
33,345,68,273,Normal
28,357,66,295,Normal
30,339,80,265,Abnormal Heart-Rate
31,352,66,216,Normal
39,342,70,300,Abnormal Temperature
38,387,68,216,Abnormal Temperature
30,343,69,357,Abnormal Swim-Angle
35,304,68,365,Abnormal Swim-Angle
38,340,68,213,Abnormal Temperature
38,360,72,263,Abnormal Temperature
32,320,72,327,Abnormal Swim-Angle
35,390,72,375,Abnormal Swim-Angle
32,446,66,230,Abnormal Humidity
35,412,65,240,Abnormal Humidity
41,326,68,223,Abnormal Temperature
35,389,84,221,Abnormal Heart-Rate
32,330,73,239,Abnormal Heart-Rate
32,380,72,376,Abnormal Swim-Angle
32,398,71,259,Normal
29,363,73,294,Abnormal Heart-Rate
35,383,72,323,Abnormal Swim-Angle
38,355,71,259,Abnormal Temperature
42,312,70,276,Abnormal Temperature
28,422,68,208,Abnormal Humidity
35,420,65,219,Abnormal Humidity
35,321,70,224,Abnormal Temperature
32,383,81,279,Abnormal Heart-Rate
31,304,76,275,Abnormal Heart-Rate
28,368,73,290,Abnormal Heart-Rate
39,331,68,299,Abnormal Temperature
28,330,65,229,Normal
31,466,71,289,Abnormal Humidity
31,313,71,336,Abnormal Swim-Angle
29,318,85,256,Abnormal Heart-Rate
30,443,70,280,Abnormal Humidity
40,334,67,270,Abnormal Temperature
38,375,66,275,Abnormal Temperature
28,414,70,242,Abnormal Humidity
29,346,68,364,Abnormal Swim-Angle
31,322,72,270,Normal
29,375,77,294,Abnormal Heart-Rate
40,391,66,274,Abnormal Temperature
41,353,67,204,Abnormal Temperature
35,331,85,251,Abnormal Heart-Rate
35,460,69,227,Abnormal Humidity
30,342,77,287,Abnormal Heart-Rate
29,319,71,370,Abnormal Swim-Angle
29,465,67,221,Abnormal Humidity
30,354,69,217,Normal
28,355,72,347,Abnormal Swim-Angle
42,376,67,238,Abnormal Temperature
31,349,68,299,Normal
32,350,72,346,Abnormal Swim-Angle
37,388,68,271,Abnormal Temperature
29,342,84,242,Abnormal Heart-Rate
35,381,71,309,Abnormal Swim-Angle
30,374,78,223,Abnormal Heart-Rate
32,322,69,361,Abnormal Swim-Angle
32,335,68,274,Normal
33,399,69,366,Abnormal Swim-Angle
35,356,69,334,Abnormal Swim-Angle
41,339,66,219,Abnormal Temperature
38,387,71,226,Abnormal Temperature
33,390,67,259,Normal
29,358,70,394,Abnormal Swim-Angle
31,347,72,391,Abnormal Swim-Angle
33,323,66,282,Normal
33,351,85,211,Abnormal Heart-Rate
35,340,71,338,Abnormal Swim-Angle
30,308,71,217,Normal
29,374,68,208,Normal
29,433,65,245,Abnormal Humidity
34,387,68,343,Abnormal Swim-Angle
31,470,69,234,Abnormal Humidity
35,361,68,355,Abnormal Swim-Angle
35,368,70,229,Normal
34,470,65,241,Abnormal Humidity
28,334,71,251,Normal
32,352,71,208,Normal
34,329,68,383,Abnormal Swim-Angle
41,395,67,221,Abnormal Temperature
33,322,71,318,Abnormal Swim-Angle
29,381,68,302,Abnormal Swim-Angle
33,327,69,236,Normal
39,354,66,219,Abnormal Temperature
34,361,72,400,Abnormal Swim-Angle
36,300,65,244,Abnormal Temperature
28,328,72,313,Abnormal Swim-Angle
33,309,69,292,Normal
31,389,65,265,Normal
33,398,78,300,Abnormal Heart-Rate
31,494,72,249,Abnormal Humidity
35,327,68,263,Abnormal Temperature
35,351,85,237,Abnormal Heart-Rate
34,357,71,271,Normal
31,318,81,251,Abnormal Heart-Rate
34,373,77,256,Abnormal Heart-Rate
35,345,79,290,Abnormal Heart-Rate
32,335,84,265,Abnormal Heart-Rate
28,322,72,204,Normal
28,444,70,202,Abnormal Humidity
31,408,72,256,Abnormal Humidity
31,315,74,202,Abnormal Heart-Rate
34,314,84,230,Abnormal Heart-Rate
35,449,69,283,Abnormal Humidity
30,331,77,240,Abnormal Heart-Rate
34,332,69,243,Normal
35,302,71,299,Normal
35,429,71,283,Abnormal Humidity
36,352,71,236,Abnormal Temperature
33,377,84,261,Abnormal Heart-Rate
30,422,69,211,Abnormal Humidity
32,399,74,274,Abnormal Heart-Rate
35,342,70,234,Normal
34,419,71,220,Abnormal Humidity
28,319,65,205,Normal
35,442,65,205,Abnormal Humidity
31,389,71,339,Abnormal Swim-Angle
36,304,66,282,Abnormal Temperature
29,474,67,224,Abnormal Humidity
30,334,83,242,Abnormal Heart-Rate
35,400,68,261,Normal
32,366,76,275,Abnormal Heart-Rate
34,462,72,250,Abnormal Humidity
33,448,68,227,Abnormal Humidity
28,322,69,358,Abnormal Swim-Angle
33,364,76,205,Abnormal Heart-Rate
42,308,66,204,Abnormal Temperature
28,384,80,228,Abnormal Heart-Rate
28,462,67,230,Abnormal Humidity
29,492,70,288,Abnormal Humidity
31,433,70,297,Abnormal Humidity
30,304,71,332,Abnormal Swim-Angle
30,377,66,293,Normal
30,362,70,398,Abnormal Swim-Angle
34,301,71,368,Abnormal Swim-Angle
34,383,67,229,Normal
34,331,77,272,Abnormal Heart-Rate
28,465,67,210,Abnormal Humidity
32,320,70,365,Abnormal Swim-Angle
35,362,65,213,Normal
30,334,67,245,Normal
32,380,66,225,Normal
35,500,72,213,Abnormal Humidity
33,383,70,354,Abnormal Swim-Angle
33,440,68,296,Abnormal Humidity
39,386,66,246,Abnormal Temperature
38,316,65,257,Abnormal Temperature
38,326,66,276,Abnormal Temperature
38,328,71,284,Abnormal Temperature
30,315,68,291,Normal
28,354,76,234,Abnormal Heart-Rate
28,339,65,232,Normal
30,326,83,219,Abnormal Heart-Rate
34,378,81,278,Abnormal Heart-Rate
29,354,66,229,Normal
32,411,68,279,Abnormal Humidity
31,495,67,265,Abnormal Humidity
29,454,67,249,Abnormal Humidity
34,334,81,201,Abnormal Heart-Rate
35,308,71,277,Abnormal Temperature
31,377,65,243,Normal
28,339,72,247,Normal
30,334,69,246,Normal
35,301,67,266,Abnormal Temperature
31,424,72,283,Abnormal Humidity
34,341,70,288,Normal
35,322,74,220,Abnormal Heart-Rate
32,331,70,395,Abnormal Swim-Angle
33,331,77,297,Abnormal Heart-Rate
40,312,65,231,Abnormal Temperature
40,319,72,203,Abnormal Temperature
34,397,73,257,Abnormal Heart-Rate
32,401,70,229,Abnormal Humidity
35,344,70,209,Abnormal Temperature
32,324,65,287,Normal
32,355,71,353,Abnormal Swim-Angle
41,381,68,275,Abnormal Temperature
38,308,70,293,Abnormal Temperature
34,386,71,335,Abnormal Swim-Angle
32,487,65,291,Abnormal Humidity
35,486,69,291,Abnormal Humidity
31,389,71,298,Normal
35,304,65,253,Normal
34,424,70,278,Abnormal Humidity
30,476,67,297,Abnormal Humidity
37,395,68,253,Abnormal Temperature
28,381,73,256,Abnormal Heart-Rate
29,478,70,267,Abnormal Humidity
32,338,78,271,Abnormal Heart-Rate
33,379,83,204,Abnormal Heart-Rate
32,451,72,290,Abnormal Humidity
34,317,71,341,Abnormal Swim-Angle
31,396,72,284,Normal
35,315,68,370,Abnormal Swim-Angle
34,397,84,279,Abnormal Heart-Rate
31,392,69,232,Normal
36,326,66,213,Abnormal Temperature
32,483,68,268,Abnormal Humidity
34,348,70,330,Abnormal Swim-Angle
31,319,65,259,Normal
31,362,81,266,Abnormal Heart-Rate
31,391,71,306,Abnormal Swim-Angle
28,300,71,339,Abnormal Swim-Angle
32,356,72,286,Normal
30,329,84,245,Abnormal Heart-Rate
31,438,66,201,Abnormal Humidity
33,319,80,251,Abnormal Heart-Rate
34,431,65,289,Abnormal Humidity
28,474,67,276,Abnormal Humidity
32,340,70,370,Abnormal Swim-Angle
30,305,69,305,Abnormal Swim-Angle
39,311,66,284,Abnormal Temperature
31,385,72,396,Abnormal Swim-Angle
37,300,67,300,Abnormal Temperature
32,439,68,295,Abnormal Humidity
30,452,70,228,Abnormal Humidity
34,358,66,226,Normal
31,387,76,250,Abnormal Heart-Rate
28,391,68,389,Abnormal Swim-Angle
35,352,68,395,Abnormal Swim-Angle
31,453,70,231,Abnormal Humidity
38,384,69,212,Abnormal Temperature
38,396,65,243,Abnormal Temperature
28,309,70,236,Normal
30,474,70,254,Abnormal Humidity
31,439,71,232,Abnormal Humidity
35,378,79,275,Abnormal Heart-Rate
29,457,72,291,Abnormal Humidity
34,313,71,387,Abnormal Swim-Angle
31,447,70,211,Abnormal Humidity
31,353,71,267,Normal
32,355,83,217,Abnormal Heart-Rate
30,321,70,314,Abnormal Swim-Angle
28,384,72,291,Normal
41,321,71,216,Abnormal Temperature
31,384,69,219,Normal
34,378,69,337,Abnormal Swim-Angle
29,339,71,317,Abnormal Swim-Angle
32,344,70,382,Abnormal Swim-Angle
29,373,72,240,Normal
32,306,74,248,Abnormal Heart-Rate
33,368,70,323,Abnormal Swim-Angle
39,348,65,231,Abnormal Temperature
30,357,68,256,Normal
34,379,68,369,Abnormal Swim-Angle
35,383,68,259,Abnormal Temperature
31,415,68,253,Abnormal Humidity
30,485,65,203,Abnormal Humidity
38,380,69,281,Abnormal Temperature
40,356,70,270,Abnormal Temperature
34,477,72,253,Abnormal Humidity
29,389,71,344,Abnormal Swim-Angle
41,399,65,284,Abnormal Temperature
31,413,71,283,Abnormal Humidity
34,374,68,389,Abnormal Swim-Angle
34,399,77,252,Abnormal Heart-Rate
30,499,65,292,Abnormal Humidity
32,425,68,224,Abnormal Humidity
42,310,72,233,Abnormal Temperature
35,330,67,256,Abnormal Temperature
28,367,75,254,Abnormal Heart-Rate
35,444,66,249,Abnormal Humidity
30,389,66,240,Normal
34,394,70,386,Abnormal Swim-Angle
30,351,85,224,Abnormal Heart-Rate
32,330,81,282,Abnormal Heart-Rate
34,374,85,279,Abnormal Heart-Rate
33,447,68,231,Abnormal Humidity
30,354,69,274,Normal
28,462,65,211,Abnormal Humidity
30,373,68,301,Abnormal Swim-Angle
34,364,80,219,Abnormal Heart-Rate
29,323,67,229,Normal
30,493,72,230,Abnormal Humidity
28,309,75,218,Abnormal Heart-Rate
36,314,65,242,Abnormal Temperature
37,384,70,230,Abnormal Temperature
35,497,70,283,Abnormal Humidity
30,399,65,223,Normal
35,300,72,313,Abnormal Swim-Angle
36,356,72,231,Abnormal Temperature
28,383,69,328,Abnormal Swim-Angle
38,356,71,206,Abnormal Temperature
30,333,71,301,Abnormal Swim-Angle
34,419,70,241,Abnormal Humidity
32,375,68,314,Abnormal Swim-Angle
32,313,68,323,Abnormal Swim-Angle
28,436,71,273,Abnormal Humidity
37,367,72,273,Abnormal Temperature
31,349,80,288,Abnormal Heart-Rate
33,473,72,244,Abnormal Humidity
42,322,71,218,Abnormal Temperature
33,484,72,260,Abnormal Humidity
31,458,72,260,Abnormal Humidity
35,390,76,249,Abnormal Heart-Rate
29,354,70,397,Abnormal Swim-Angle
35,309,69,346,Abnormal Swim-Angle
30,361,67,294,Normal
42,364,66,206,Abnormal Temperature
35,371,66,242,Abnormal Temperature
30,334,77,279,Abnormal Heart-Rate
34,396,81,269,Abnormal Heart-Rate
30,358,69,232,Normal
34,351,83,273,Abnormal Heart-Rate
28,385,68,368,Abnormal Swim-Angle
35,312,66,217,Abnormal Temperature
39,314,70,242,Abnormal Temperature
29,350,72,352,Abnormal Swim-Angle
30,476,69,298,Abnormal Humidity
35,337,67,203,Abnormal Temperature
33,341,70,373,Abnormal Swim-Angle
28,341,69,353,Abnormal Swim-Angle
32,400,71,317,Abnormal Swim-Angle
34,390,68,389,Abnormal Swim-Angle
30,323,85,219,Abnormal Heart-Rate
35,387,67,300,Abnormal Temperature
34,449,72,256,Abnormal Humidity
28,312,84,201,Abnormal Heart-Rate
38,350,69,271,Abnormal Temperature
34,396,75,216,Abnormal Heart-Rate
28,327,76,212,Abnormal Heart-Rate
31,417,65,210,Abnormal Humidity
28,368,68,256,Normal
35,391,67,213,Abnormal Temperature
34,388,73,246,Abnormal Heart-Rate
28,334,68,210,Normal
29,378,72,246,Normal
35,386,69,246,Abnormal Temperature
30,497,69,202,Abnormal Humidity
28,397,66,295,Normal
33,328,79,299,Abnormal Heart-Rate
28,326,71,344,Abnormal Swim-Angle
40,321,69,291,Abnormal Temperature
38,336,71,232,Abnormal Temperature
34,349,66,202,Normal
35,340,65,291,Abnormal Temperature
32,365,75,241,Abnormal Heart-Rate
31,372,69,252,Normal
38,311,65,226,Abnormal Temperature
34,466,68,259,Abnormal Humidity
35,323,76,205,Abnormal Heart-Rate
35,404,65,258,Abnormal Humidity
29,364,70,371,Abnormal Swim-Angle
35,454,69,209,Abnormal Humidity
39,311,65,250,Abnormal Temperature
28,350,71,381,Abnormal Swim-Angle
33,308,80,261,Abnormal Heart-Rate
35,489,67,204,Abnormal Humidity
42,332,71,287,Abnormal Temperature
37,313,70,276,Abnormal Temperature
37,387,72,288,Abnormal Temperature
35,374,65,248,Abnormal Temperature
35,397,71,232,Normal
32,434,68,248,Abnormal Humidity
30,395,65,274,Normal
35,329,72,399,Abnormal Swim-Angle
29,306,69,296,Normal
28,307,73,285,Abnormal Heart-Rate
33,369,83,229,Abnormal Heart-Rate
29,478,68,286,Abnormal Humidity
30,380,78,227,Abnormal Heart-Rate
29,409,70,261,Abnormal Humidity
32,375,70,286,Normal
35,320,67,278,Abnormal Temperature
30,442,69,238,Abnormal Humidity
30,382,71,223,Normal
41,309,70,286,Abnormal Temperature
35,320,79,249,Abnormal Heart-Rate
31,405,70,237,Abnormal Humidity
36,311,68,245,Abnormal Temperature
34,372,68,372,Abnormal Swim-Angle
29,323,71,398,Abnormal Swim-Angle
31,346,70,389,Abnormal Swim-Angle
33,301,71,214,Normal
35,301,79,263,Abnormal Heart-Rate
33,396,77,222,Abnormal Heart-Rate
29,328,70,352,Abnormal Swim-Angle
36,326,65,219,Abnormal Temperature
37,368,72,253,Abnormal Temperature
30,323,65,206,Normal
34,300,69,256,Normal
32,375,71,326,Abnormal Swim-Angle
29,431,72,262,Abnormal Humidity
35,436,66,234,Abnormal Humidity
38,321,72,290,Abnormal Temperature
30,386,72,203,Normal
31,378,77,280,Abnormal Heart-Rate
28,313,71,267,Normal
29,414,72,236,Abnormal Humidity
35,433,66,252,Abnormal Humidity
29,313,70,249,Normal
28,489,68,215,Abnormal Humidity
37,383,72,266,Abnormal Temperature
29,439,68,209,Abnormal Humidity
28,300,67,289,Normal
37,345,65,260,Abnormal Temperature
29,489,66,279,Abnormal Humidity
34,312,77,237,Abnormal Heart-Rate
35,486,72,253,Abnormal Humidity
31,318,68,366,Abnormal Swim-Angle
38,370,72,254,Abnormal Temperature
34,317,69,392,Abnormal Swim-Angle
30,396,66,215,Normal
30,326,81,265,Abnormal Heart-Rate
32,446,72,249,Abnormal Humidity
33,397,68,392,Abnormal Swim-Angle
32,499,72,206,Abnormal Humidity
34,411,67,246,Abnormal Humidity
29,351,71,214,Normal
29,425,65,247,Abnormal Humidity
28,303,68,221,Normal
35,424,71,296,Abnormal Humidity
30,339,68,370,Abnormal Swim-Angle
29,484,69,234,Abnormal Humidity
32,326,75,261,Abnormal Heart-Rate
30,351,69,306,Abnormal Swim-Angle
32,319,71,279,Normal
35,362,82,234,Abnormal Heart-Rate
32,312,68,364,Abnormal Swim-Angle
28,354,85,256,Abnormal Heart-Rate
31,303,75,277,Abnormal Heart-Rate
28,337,71,327,Abnormal Swim-Angle
31,328,82,239,Abnormal Heart-Rate
32,356,70,372,Abnormal Swim-Angle
32,301,74,281,Abnormal Heart-Rate
32,333,74,258,Abnormal Heart-Rate
32,308,70,229,Normal
33,433,68,242,Abnormal Humidity
36,385,65,260,Abnormal Temperature
33,348,74,260,Abnormal Heart-Rate
28,367,71,357,Abnormal Swim-Angle
33,391,72,305,Abnormal Swim-Angle
28,326,72,365,Abnormal Swim-Angle
39,314,70,234,Abnormal Temperature
28,315,71,237,Normal
28,454,72,208,Abnormal Humidity
35,314,69,286,Normal
41,317,66,300,Abnormal Temperature
31,305,84,266,Abnormal Heart-Rate
34,301,67,222,Normal
29,339,77,243,Abnormal Heart-Rate
28,371,71,224,Normal
28,319,66,227,Normal
36,361,65,245,Abnormal Temperature
33,366,69,203,Normal
42,317,70,201,Abnormal Temperature
29,404,67,276,Abnormal Humidity
40,373,72,211,Abnormal Temperature
34,312,76,264,Abnormal Heart-Rate
28,493,66,297,Abnormal Humidity
35,334,68,208,Normal
31,332,71,380,Abnormal Swim-Angle
35,500,72,288,Abnormal Humidity
31,350,69,276,Normal
28,390,85,204,Abnormal Heart-Rate
28,484,72,216,Abnormal Humidity
42,336,66,299,Abnormal Temperature
30,358,66,300,Normal
32,312,70,210,Normal
33,366,69,278,Normal
28,378,72,391,Abnormal Swim-Angle
32,341,71,326,Abnormal Swim-Angle
34,402,65,277,Abnormal Humidity
35,312,72,298,Normal
28,314,79,284,Abnormal Heart-Rate
32,326,69,334,Abnormal Swim-Angle
28,387,65,257,Normal
34,318,71,330,Abnormal Swim-Angle
35,333,66,300,Abnormal Temperature
28,397,72,399,Abnormal Swim-Angle
34,361,72,374,Abnormal Swim-Angle
36,378,71,282,Abnormal Temperature
36,317,68,259,Abnormal Temperature
30,312,81,278,Abnormal Heart-Rate
42,380,66,214,Abnormal Temperature
31,428,67,275,Abnormal Humidity
35,422,72,293,Abnormal Humidity
40,362,68,291,Abnormal Temperature
35,406,66,264,Abnormal Humidity
30,372,72,254,Normal
41,331,68,252,Abnormal Temperature
31,329,85,252,Abnormal Heart-Rate
35,336,72,359,Abnormal Swim-Angle
30,316,82,219,Abnormal Heart-Rate
32,353,83,255,Abnormal Heart-Rate
32,347,69,384,Abnormal Swim-Angle
32,348,72,213,Normal
35,311,75,285,Abnormal Heart-Rate
31,389,76,255,Abnormal Heart-Rate
32,379,72,381,Abnormal Swim-Angle
34,391,69,221,Normal
29,368,70,313,Abnormal Swim-Angle
30,303,68,306,Abnormal Swim-Angle
35,463,70,204,Abnormal Humidity
35,374,70,361,Abnormal Swim-Angle
29,328,69,319,Abnormal Swim-Angle
39,383,71,297,Abnormal Temperature
34,383,70,372,Abnormal Swim-Angle
39,376,66,262,Abnormal Temperature
31,433,65,254,Abnormal Humidity
37,334,66,273,Abnormal Temperature
34,420,65,240,Abnormal Humidity
33,303,69,282,Normal
30,304,71,221,Normal
33,382,71,369,Abnormal Swim-Angle
29,359,71,311,Abnormal Swim-Angle
32,310,72,389,Abnormal Swim-Angle
33,339,65,241,Normal
36,332,70,259,Abnormal Temperature
32,334,73,241,Abnormal Heart-Rate
33,388,69,215,Normal
29,393,72,284,Normal
37,381,65,207,Abnormal Temperature
34,376,68,339,Abnormal Swim-Angle
32,337,77,282,Abnormal Heart-Rate
29,423,72,261,Abnormal Humidity
29,369,69,243,Normal
42,386,66,238,Abnormal Temperature
29,317,68,200,Normal
38,319,68,299,Abnormal Temperature
29,476,65,211,Abnormal Humidity
33,409,67,263,Abnormal Humidity
28,380,65,208,Normal
29,361,68,278,Normal
37,308,67,217,Abnormal Temperature
35,479,70,264,Abnormal Humidity
34,377,67,223,Normal
32,406,70,271,Abnormal Humidity
31,350,69,395,Abnormal Swim-Angle
34,374,80,219,Abnormal Heart-Rate
28,330,75,245,Abnormal Heart-Rate
39,342,68,272,Abnormal Temperature
30,345,68,251,Normal
41,315,70,235,Abnormal Temperature
39,399,72,211,Abnormal Temperature
28,301,70,347,Abnormal Swim-Angle
33,365,68,366,Abnormal Swim-Angle
37,379,66,295,Abnormal Temperature
33,387,71,253,Normal
34,380,66,298,Normal
31,347,84,213,Abnormal Heart-Rate
38,307,68,242,Abnormal Temperature
33,491,68,231,Abnormal Humidity
35,379,72,397,Abnormal Swim-Angle
34,319,65,204,Normal
31,365,70,272,Normal
35,351,85,259,Abnormal Heart-Rate
34,383,72,202,Normal
32,457,68,285,Abnormal Humidity
30,459,72,212,Abnormal Humidity
35,315,72,200,Normal
31,380,74,268,Abnormal Heart-Rate
35,361,73,252,Abnormal Heart-Rate
40,340,69,216,Abnormal Temperature
32,467,71,298,Abnormal Humidity
34,456,70,217,Abnormal Humidity
34,311,72,388,Abnormal Swim-Angle
32,393,71,308,Abnormal Swim-Angle
30,325,73,256,Abnormal Heart-Rate
32,316,82,245,Abnormal Heart-Rate
31,340,73,278,Abnormal Heart-Rate
35,482,67,296,Abnormal Humidity
33,304,71,378,Abnormal Swim-Angle
28,389,72,382,Abnormal Swim-Angle
29,461,65,284,Abnormal Humidity
30,343,85,277,Abnormal Heart-Rate
35,320,65,250,Abnormal Temperature
38,360,66,215,Abnormal Temperature
32,302,66,285,Normal
28,339,70,357,Abnormal Swim-Angle
32,340,73,288,Abnormal Heart-Rate
31,303,69,392,Abnormal Swim-Angle
30,403,67,300,Abnormal Humidity
32,341,70,243,Normal
33,487,67,229,Abnormal Humidity
37,355,70,282,Abnormal Temperature
28,432,65,235,Abnormal Humidity
34,368,70,346,Abnormal Swim-Angle
34,492,70,239,Abnormal Humidity
32,302,79,280,Abnormal Heart-Rate
34,305,73,253,Abnormal Heart-Rate
33,357,68,283,Normal
35,302,70,240,Abnormal Temperature
36,329,70,287,Abnormal Temperature
34,409,68,216,Abnormal Humidity
35,357,70,390,Abnormal Swim-Angle
35,336,71,327,Abnormal Swim-Angle
33,305,67,226,Normal
29,322,72,261,Normal
41,317,70,271,Abnormal Temperature
42,382,71,238,Abnormal Temperature
32,389,83,238,Abnormal Heart-Rate
29,362,84,222,Abnormal Heart-Rate
30,414,72,217,Abnormal Humidity
29,453,72,211,Abnormal Humidity
36,380,71,229,Abnormal Temperature
42,365,71,267,Abnormal Temperature
35,303,65,219,Normal
31,426,69,217,Abnormal Humidity
28,395,68,289,Normal
28,385,69,250,Normal
38,315,69,216,Abnormal Temperature
39,380,68,294,Abnormal Temperature
31,364,67,207,Normal
30,340,75,235,Abnormal Heart-Rate
33,375,66,237,Normal
35,323,66,297,Normal
31,314,73,211,Abnormal Heart-Rate
28,364,83,222,Abnormal Heart-Rate
31,396,81,262,Abnormal Heart-Rate
38,378,71,264,Abnormal Temperature
42,382,72,248,Abnormal Temperature
31,457,70,293,Abnormal Humidity
31,428,69,224,Abnormal Humidity
41,370,68,273,Abnormal Temperature
34,306,78,236,Abnormal Heart-Rate
35,333,70,393,Abnormal Swim-Angle
31,374,69,378,Abnormal Swim-Angle
37,328,70,234,Abnormal Temperature
33,396,72,290,Normal
37,330,67,292,Abnormal Temperature
34,324,69,335,Abnormal Swim-Angle
35,309,85,267,Abnormal Heart-Rate
42,400,67,255,Abnormal Temperature
31,397,71,201,Normal
32,313,69,226,Normal
34,319,66,230,Normal
32,356,72,309,Abnormal Swim-Angle
35,320,72,239,Abnormal Temperature
29,402,72,208,Abnormal Humidity
35,388,84,282,Abnormal Heart-Rate
29,411,71,215,Abnormal Humidity
29,380,72,390,Abnormal Swim-Angle
39,354,69,245,Abnormal Temperature
35,393,71,331,Abnormal Swim-Angle
35,376,68,381,Abnormal Swim-Angle
33,379,69,383,Abnormal Swim-Angle
34,391,84,202,Abnormal Heart-Rate
35,357,69,229,Normal
29,355,72,286,Normal
40,394,66,212,Abnormal Temperature
28,377,70,231,Normal
42,393,68,236,Abnormal Temperature
34,369,69,288,Normal
38,306,72,217,Abnormal Temperature
33,416,71,225,Abnormal Humidity
32,334,84,262,Abnormal Heart-Rate
35,397,66,289,Abnormal Temperature
35,302,72,352,Abnormal Swim-Angle
35,382,70,287,Normal
31,366,68,380,Abnormal Swim-Angle
33,356,68,357,Abnormal Swim-Angle
34,370,71,231,Normal
28,376,79,271,Abnormal Heart-Rate
31,400,69,390,Abnormal Swim-Angle
34,383,68,373,Abnormal Swim-Angle
29,354,66,282,Normal
32,338,68,300,Normal
32,389,83,243,Abnormal Heart-Rate
32,334,78,285,Abnormal Heart-Rate
32,439,72,215,Abnormal Humidity
36,314,70,200,Abnormal Temperature
31,318,69,359,Abnormal Swim-Angle
42,305,67,227,Abnormal Temperature
